59,43,14,33,4,8
58,56,37,17,4,7
57,18,38,8,2,5
56,26,35,10,2,5
52,23,38,8,2,3
51,28,43,13,2,4
52,29,45,14,2,4
52,29,45,14,2,4
52,19,28,18,2,5
56,35,42,18,3,6
